Date,Away,Away_pts,Home,Home_pts,Away_1st_half,Away_2nd_half,Away_OT,Home_1st_half,Home_2nd_half,Home_OT,Spread,Over_under
2014-11-23,Charlotte,58,Miami,77,31,27,,38,39,,8.0,
2014-11-23,Illinois State,64,Old Dominion,45,33,31,,24,21,,4.5,127.5
2014-11-23,UC Irvine,69,St. Mary's,72,35,34,,35,37,,,
2014-11-23,Long Beach State,63,UCLA,77,31,32,,42,35,,10.0,152.5
2014-11-24,Wisc-Green Bay,66,East Carolina,49,36,30,,23,26,,-9.0,
2014-11-24,Nevada,59,Weber State,56,27,32,,26,30,,-1.0,
2014-11-24,Fresno State,52,Evansville,58,25,27,,29,29,,,
2014-11-24,Purdue,79,Kansas State,88,24,55,,39,49,,-1.5,134.0
2014-11-24,Clemson,64,LSU,61,30,34,,31,30,,2.0,
2014-11-24,Chicago State,46,Georgia State,69,13,33,,36,33,,18.5,
2014-11-24,MD-Eastern Shore,55,Detroit,69,29,26,,27,42,,15.0,
2014-11-24,Missouri,53,Arizona,72,25,28,,32,40,,15.0,130.5
2014-11-24,Austin Peay,57,Indiana State,61,25,32,,25,36,,11.5,
2014-11-24,Louisiana-Lafayette,52,Wisc-Milwaukee,56,14,38,,24,32,,-3.0,
2014-11-24,Marist,43,Florida Gulf Coast,58,21,22,,21,37,,13.0,
2014-11-24,Gardner-Webb,46,Old Dominion,58,26,20,,28,30,,5.5,134.0
2014-11-24,Arizona State,73,Maryland,78,39,34,,37,41,,,123.0
2014-11-24,Bucknell,65,Toledo,92,17,48,,44,48,,10.5,
2014-11-24,Florida International,72,Georgia Southern,78,30,42,,34,44,,,
2014-11-24,Murray State,62,Xavier,89,32,30,,52,37,,11.0,145.5
2014-11-24,Santa Clara,52,Michigan State,79,14,38,,40,39,,15.5,137.0
2014-11-24,Virginia Commonwealth,53,Villanova,77,30,23,,32,45,,1.5,151.5
2014-11-24,Western Carolina,88,Oakland,79,42,22,,30,34,,6.0,
2014-11-24,Eastern Washington,88,Indiana,86,35,53,,41,45,,12.5,149.0
2014-11-24,Brown,68,Illinois,89,35,33,,31,58,,17.5,
2014-11-24,Pepperdine,61,Iowa,72,30,31,,35,37,,16.0,
2014-11-24,Rider,60,Kansas,87,22,38,,51,36,,17.5,134.5
2014-11-24,Oklahoma State,66,Oregon State,53,30,36,,24,29,,-11.0,
2014-11-24,San Francisco,88,Hawaii,73,34,54,,30,43,,-6.5,
2014-11-24,Pittsburgh,81,Chaminade,68,42,39,,31,37,,-16.0,141.5
2014-11-24,Alabama,74,Iowa State,84,37,37,,43,41,,6.0,146.0
2014-11-24,Oregon,63,Michigan,70,27,36,,33,37,,4.0,
2014-11-24,Seton Hall,84,Illinois State,80,41,43,,27,53,,-3.0,133.0
2014-11-24,Western Michigan,70,San Diego,77,31,39,,38,39,,4.5,
2014-11-24,SIU Edwardsville,87,Portland State,90,46,36,,51,31,,9.0,
2014-11-24,Tulsa,53,Auburn,35,28,25,,21,14,,-4.5,144.5
2014-11-24,BYU,87,San Diego State,92,33,34,,41,26,,3.5,138.5
2014-11-25,East Carolina,58,Fresno State,52,31,27,,22,30,,5.0,
2014-11-25,Purdue,82,Missouri,61,45,37,,20,41,,-4.0,134.0
2014-11-25,Marist,55,Hawaii,62,22,33,,35,27,,,
2014-11-25,BYU,121,Chaminade,85,66,55,,43,42,,-16.0,
2014-11-25,Georgia State,85,Western Carolina,70,39,46,,35,35,,-10.5,
2014-11-25,MD-Eastern Shore,55,Bucknell,58,17,38,,32,26,,10.0,
2014-11-25,Wisc-Green Bay,64,Evansville,62,26,38,,23,39,,-3.5,
2014-11-25,Alabama,76,Arizona State,71,27,49,,30,41,,-4.0,
2014-11-25,Chicago State,57,Oakland,70,28,29,,37,33,,,
2014-11-25,Detroit,82,Toledo,79,36,46,,37,42,,9.5,
2014-11-25,Hofstra,70,South Florida,71,36,34,,30,41,,2.5,
2014-11-25,Houston,63,Harvard,84,34,29,,43,41,,10.5,
2014-11-25,Pennsylvania,67,Temple,76,37,30,,44,32,,12.5,
2014-11-25,SE Missouri State,54,Bowling Green,62,23,31,,26,36,,,
2014-11-25,Saint Peter's,68,Rutgers,50,31,37,,19,31,,9.0,
2014-11-25,Tennessee State,36,Virginia,79,17,19,,42,37,,33.5,
2014-11-25,Texas-Arlington,44,Kentucky,92,12,32,,55,37,,32.5,141.5
2014-11-25,The Citadel,55,Florida State,66,19,36,,22,44,,20.0,
2014-11-25,Virginia Tech,54,Northern Iowa,73,31,23,,40,33,,8.0,125.0
2014-11-25,Western Illinois,49,William & Mary,83,15,34,,48,35,,10.5,
2014-11-25,Akron,72,Penn State,78,45,27,,32,46,,6.5,
2014-11-25,Arkansas,78,Southern Methodist,72,33,45,,22,50,,4.0,144.5
2014-11-25,Kansas State,68,Arizona,72,30,38,,31,41,,9.0,135.0
2014-11-25,Oregon,63,Virginia Commonwealth,77,27,36,,35,42,,5.0,150.0
2014-11-25,Loyola of Chicago,71,Texas-San Antonio,57,27,44,,33,24,,-2.5,
2014-11-25,Nebraska Omaha,67,Nebraska,80,34,33,,42,38,,14.0,
2014-11-25,Northern Arizona,53,Middle Tennessee,65,26,27,,26,39,,6.5,
2014-11-25,Troy,70,Southern Miss,72,42,28,,35,37,,11.0,
2014-11-25,Eastern Illinois,53,Creighton,75,20,33,,39,36,,17.5,132.0
2014-11-25,IUPUI,60,Drake,73,25,35,,34,39,,9.0,
2014-11-25,San Francisco,47,Florida Gulf Coast,62,18,29,,26,36,,,
2014-11-25,Air Force,53,Colorado,68,15,38,,37,31,,,128.5
2014-11-25,Idaho,75,Boise State,86,28,47,,38,48,,15.0,
2014-11-25,Louisiana-Lafayette,76,Oral Roberts,52,36,40,,25,27,,5.5,
2014-11-25,Miami,77,Charlotte,74,38,39,,37,37,,-7.0,134.0
2014-11-25,Maryland,72,Iowa State,63,37,35,,34,29,,5.0,149.5
2014-11-25,Miami (Ohio),46,Northwestern,55,25,21,,31,24,,8.0,118.0
2014-11-25,Michigan,55,Villanova,60,20,35,,27,33,,4.5,133.5
2014-11-25,Pittsburgh,57,San Diego State,74,25,32,,39,35,,2.5,118.5
2014-11-25,CS Fullerton,49,USC,53,19,30,,24,29,,5.5,140.0
2014-11-25,Delaware,47,Stanford,84,21,26,,44,40,,24.5,139.0
2014-11-26,Butler,74,North Carolina,66,32,42,,35,31,,9.5,138.5
2014-11-26,Fresno State,68,Marist,64,33,35,,22,42,,9.0,
2014-11-26,Robert Morris,46,Chattanooga,61,25,21,,32,29,,3.5,
2014-11-26,Denver,57,Belmont,78,16,41,,34,44,,7.5,
2014-11-26,Northeastern,54,Massachusetts,79,24,30,,36,43,,6.0,
2014-11-26,East Carolina,73,Hawaii,75,29,44,,38,37,,-1.5,
2014-11-26,Louisiana-Monroe,48,Coastal Carolina,61,23,25,,33,28,,4.5,
2014-11-26,Missouri,74,Chaminade,60,38,36,,28,32,,-13.5,
2014-11-26,UCLA,65,Oklahoma,75,27,38,,32,43,,2.5,152.0
2014-11-26,Oral Roberts,69,Wisc-Milwaukee,66,33,36,,25,41,,1.0,
2014-11-26,Western Carolina,66,Chicago State,61,34,32,,22,39,,-8.0,
2014-11-26,Furman,54,Duke,93,22,32,,50,43,,41.0,139.0
2014-11-26,Purdue,87,BYU,85,40,41,,35,46,,2.0,158.0
2014-11-26,Evansville,72,San Francisco,79,34,38,,39,40,,1.0,
2014-11-26,Campbell,64,Ohio State,91,22,42,,45,46,,31.5,
2014-11-26,Canisius,60,Cornell,67,32,28,,32,35,,-1.0,
2014-11-26,Cleveland State,33,Louisville,45,22,11,,26,19,,24.0,
2014-11-26,Davidson,95,Central Florida,69,45,50,,38,31,,1.5,
2014-11-26,Georgia State,83,Oakland,78,47,36,,38,40,,-8.0,
2014-11-26,Miami (Ohio),63,Virginia Tech,78,17,46,,39,39,,4.0,121.5
2014-11-26,Minnesota,61,St. John's,70,40,21,,31,39,,1.0,137.5
2014-11-26,Richmond,72,North Carolina State,84,44,28,,45,39,,5.0,
2014-11-26,Wisconsin,72,UAB,43,37,35,,17,26,,-23.5,130.5
2014-11-26,Pittsburgh,70,Kansas State,47,30,40,,27,20,,4.5,128.5
2014-11-26,VMI,72,West Virginia,103,35,37,,53,50,,22.0,
2014-11-26,Lehigh,86,DePaul,74,41,45,,30,44,,8.5,
2014-11-26,Morehead State,77,Marshall,68,50,27,,37,31,,2.0,
2014-11-26,Texas-Pan American,48,Utah,85,26,22,,50,35,,26.5,
2014-11-26,UC Riverside,62,Loyola Marymount,66,31,31,,30,36,,7.5,
2014-11-26,UNC Asheville,75,South Carolina,89,29,46,,37,52,,13.5,
2014-11-26,Northern Illinois,49,Iowa,70,20,29,,34,36,,17.5,
2014-11-26,Wisc-Green Bay,59,Florida Gulf Coast,45,26,33,,20,25,,-2.5,
2014-11-26,Auburn,71,Oregon State,69,41,30,,35,34,,-2.5,
2014-11-26,Eastern Kentucky,73,Southern Utah,64,31,42,,34,30,,-10.0,
2014-11-26,Florida,65,Georgetown,66,27,26,,31,22,,,128.0
2014-11-26,Gonzaga,88,Georgia,76,46,42,,33,43,,-12.5,146.5
2014-11-26,Northwestern,42,Northern Iowa,61,20,22,,31,30,,6.0,118.0
2014-11-26,Cal Poly,52,California,72,24,28,,31,41,,13.0,125.5
2014-11-26,San Diego State,59,Arizona,61,31,28,,32,29,,4.5,125.0
2014-11-26,Utah State,70,UC Davis,77,29,35,,27,37,,2.5,
2014-11-26,Alabama State,68,North Dakota,75,21,47,,42,33,,1.5,
2014-11-26,Portland State,63,CS Northridge,55,33,30,,22,33,,5.5,
2014-11-26,Pacific,71,Alaska Anchorage,62,28,43,,27,35,,-3.5,
2014-11-26,Tulsa,58,Oklahoma State,73,30,28,,45,28,,3.0,129.5
2014-11-27,Missouri State,61,Colorado State,76,19,42,,29,47,,10.0,138.5
2014-11-27,Louisiana-Monroe,71,Robert Morris,54,37,34,,26,28,,4.5,
2014-11-27,Santa Clara,57,Tennessee,64,30,27,,27,37,,,132.0
2014-11-27,Butler,46,Oklahoma,59,24,22,,36,23,,3.5,141.0
2014-11-27,Austin Peay,79,Brown,58,33,46,,38,20,,5.5,
2014-11-27,Princeton,56,Texas El Paso,62,20,36,,23,39,,7.5,127.5
2014-11-27,Coastal Carolina,67,Chattanooga,78,40,27,,35,43,,-3.5,
2014-11-27,Kansas,76,Rhode Island,60,43,33,,25,35,,-8.0,132.0
2014-11-27,Florida International,53,USC Upstate,68,26,27,,32,36,,7.5,
2014-11-27,Georgetown,65,Wisconsin,68,34,31,,35,33,,9.0,131.0
2014-11-27,Long Island,54,Stony Brook,73,31,23,,36,37,,8.5,132.5
2014-11-27,San Diego,71,Xavier,82,31,40,,39,43,,9.5,142.0
2014-11-27,Illinois,88,Indiana State,62,41,47,,20,42,,-12.0,138.0
2014-11-27,CS Fullerton,67,Wright State,62,28,39,,33,29,,6.0,
2014-11-27,Michigan State,77,Rider,45,32,45,,11,34,,-15.0,134.5
2014-11-27,Western Kentucky,62,Saint Joseph's,59,31,31,,24,35,,-1.5,127.0
2014-11-27,North Carolina,56,UCLA,78,29,27,,43,35,,4.0,152.0
2014-11-27,Long Beach State,73,Western Michigan,55,31,42,,30,25,,-3.5,142.5
2014-11-27,Marquette,72,Georgia Tech,70,29,43,,31,39,,3.5,130.0
2014-11-27,Stephen F. Austin,73,Prairie View A&M,61,33,40,,28,33,,-14.0,
2014-11-27,Rice,71,Mercer,77,28,33,,33,28,,6.5,124.5
2014-11-27,UAB,47,Florida,56,22,25,,27,29,,14.5,124.0
2014-11-27,San Jose State,56,Washington,78,23,33,,40,38,,12.0,133.0
2014-11-27,Baylor,71,Memphis,47,29,42,,32,15,,-3.5,129.5
2014-11-27,Washington State,43,Santa Barbara,71,12,31,,34,37,,6.5,141.5
2014-11-28,Eastern Illinois,40,North Carolina Central,65,20,20,,40,25,,5.5,
2014-11-28,Tennessee,67,Kansas,82,33,34,,40,42,,9.0,130.0
2014-11-28,New Orleans,65,Texas A&M,87,28,37,,40,47,,26.0,
2014-11-28,Butler,64,Georgetown,58,31,33,,27,31,,4.0,129.5
2014-11-28,Prairie View A&M,71,Brown,81,37,34,,38,43,,8.0,
2014-11-28,Santa Clara,44,Rhode Island,66,27,17,,35,31,,7.0,129.0
2014-11-28,Southern,63,Northern Arizona,70,28,31,,30,29,,7.5,
2014-11-28,IUPU Fort Wayne,67,Dartmouth,68,31,36,,28,40,,3.0,
2014-11-28,Texas El Paso,77,Xavier,73,33,44,,38,35,,6.5,134.0
2014-11-28,Wright State,59,Florida International,61,22,30,,31,21,,-7.0,
2014-11-28,James Madison,56,Ohio State,73,27,29,,37,36,,23.0,144.0
2014-11-28,Missouri State,55,Alaska Anchorage,51,25,30,,22,29,,-7.0,
2014-11-28,Yale,66,Providence,72,27,39,,34,38,,,128.0
2014-11-28,Minnesota,66,Georgia,62,37,29,,25,37,,,147.0
2014-11-28,Oklahoma,56,Wisconsin,69,33,23,,34,35,,8.0,132.5
2014-11-28,Austin Peay,62,Stephen F. Austin,83,28,34,,44,39,,9.5,
2014-11-28,CS Fullerton,64,USC Upstate,79,36,28,,33,46,,5.5,
2014-11-28,Drake,46,Valparaiso,66,21,25,,29,37,,6.0,
2014-11-28,Middle Tennessee,51,Cincinnati,69,17,34,,39,30,,8.0,
2014-11-28,Princeton,65,San Diego,75,28,37,,40,35,,4.5,
2014-11-28,Rice,74,Washington State,76,33,41,,39,37,,6.0,
2014-11-28,Rider,54,Georgia Tech,61,30,24,,30,31,,7.5,132.0
2014-11-28,Alabama State,91,Texas-Pan American,79,55,36,,38,41,,-3.0,
2014-11-28,Boise State,54,North Carolina State,60,23,31,,33,27,,7.0,
2014-11-28,Bradley,49,TCU,57,24,25,,31,26,,9.0,126.5
2014-11-28,Gonzaga,73,St. John's,66,33,40,,28,38,,-7.5,
2014-11-28,Monmouth,56,Maryland,61,22,34,,32,29,,15.0,
2014-11-28,Rutgers,68,Vanderbilt,65,31,37,,31,34,,5.5,127.0
2014-11-28,South Alabama,75,Miami,87,21,54,,43,44,,21.0,
2014-11-28,Tennessee State,58,Saint Peter's,66,33,25,,42,24,,13.0,
2014-11-28,Cleveland State,68,Marshall,59,33,35,,22,37,,-1.5,
2014-11-28,Indiana State,62,Memphis,72,22,40,,40,32,,7.0,131.0
2014-11-28,North Carolina,75,Florida,64,39,36,,23,41,,-5.5,132.5
2014-11-28,Samford,64,Louisiana Tech,77,27,37,,34,43,,24.0,
2014-11-28,Tennessee-Martin,64,Nebraska,75,27,37,,40,35,,16.5,
2014-11-28,Mississippi,75,Creighton,68,31,44,,37,31,,4.5,
2014-11-28,Portland,64,Murray State,61,30,34,,29,32,,3.0,
2014-11-28,Marquette,68,Michigan State,79,34,34,,35,44,,12.0,131.0
2014-11-28,North Texas,73,Arkansas,89,36,37,,38,51,,26.0,144.0
2014-11-28,San Jose State,60,Western Michigan,79,21,39,,36,43,,7.5,
2014-11-28,UNC Greensboro,79,Indiana,87,34,45,,50,37,,21.0,
2014-11-28,Texas-Arlington,81,Montana State,104,36,45,,55,49,,-5.0,
2014-11-28,La Salle,56,Virginia,64,19,37,,37,27,,16.0,116.5
2014-11-28,Pacific,64,Colorado State,75,26,38,,43,32,,12.5,
2014-11-28,Saint Louis,50,Mississippi State,75,27,23,,37,38,,3.0,127.5
2014-11-28,North Dakota,53,Utah,90,26,27,,37,53,,24.0,131.5
2014-11-28,Illinois,62,Baylor,54,21,41,,25,29,,-4.0,132.5
2014-11-28,UAB,76,UCLA,88,33,43,,49,39,,14.0,139.5
2014-11-28,Washington,80,Long Beach State,70,38,42,,39,31,,-1.0,140.0
2014-11-28,Mercer,60,Santa Barbara,65,20,33,,25,28,,9.5,127.0
2014-11-29,Southern,43,Eastern Illinois,54,14,29,,32,22,,1.5,
2014-11-29,Georgia State,66,IUPUI,63,27,39,,26,37,,-11.5,
2014-11-29,Illinois-Chicago,41,Dayton,75,16,25,,27,48,,17.0,
2014-11-29,Massachusetts,73,Harvard,75,38,35,,32,43,,7.0,
2014-11-29,Nevada,54,Nebraska Omaha,78,32,22,,31,47,,5.5,
2014-11-29,Niagara,59,St. Bonaventure,74,25,34,,35,39,,9.5,
2014-11-29,UNC Wilmington,49,Davidson,72,24,25,,41,31,,11.5,
2014-11-29,Virginia Commonwealth,67,Old Dominion,73,18,49,,32,41,,-6.0,
2014-11-29,Northern Arizona,36,North Carolina Central,40,19,17,,19,21,,3.0,
2014-11-29,Fairfield,48,Northeastern,57,16,32,,33,24,,11.5,
2014-11-29,Toledo,79,Oakland,81,36,43,,37,44,,-6.0,
2014-11-29,Tulsa,55,Wichita State,75,22,33,,40,35,,13.5,
2014-11-29,Youngstown State,73,Illinois State,85,24,41,,32,33,,13.5,
2014-11-29,CS Fullerton,64,Florida International,61,36,28,,27,34,,,
2014-11-29,George Washington,54,Seton Hall,58,23,31,,25,33,,2.5,135.0
2014-11-29,Manhattan,63,George Mason,64,28,35,,28,36,,,
2014-11-29,Rice,54,Alaska Anchorage,65,32,22,,35,30,,,
2014-11-29,Canisius,57,Buffalo,72,19,38,,34,38,,3.5,
2014-11-29,Bradley,57,Saint Louis,60,34,23,,27,33,,2.0,
2014-11-29,Wofford,62,William & Mary,66,28,34,,38,28,,3.0,
2014-11-29,Middle Tennessee,47,Creighton,57,15,32,,36,21,,9.5,
2014-11-29,Portland,71,Drake,59,38,33,,22,37,,-9.5,
2014-11-29,Texas-Pan American,78,North Dakota,60,29,49,,31,29,,6.0,
2014-11-29,Wright State,56,USC Upstate,51,26,30,,28,23,,6.5,
2014-11-29,Washington State,89,Missouri State,84,33,41,,45,29,,3.0,
2014-11-29,Albany,59,UNLV,75,25,34,,37,38,,8.0,
2014-11-29,New Mexico State,75,Wyoming,78,33,42,,37,41,,7.5,
2014-11-29,Belmont,83,Ohio,81,44,39,,41,40,,-1.5,
2014-11-29,La Salle,55,Vanderbilt,68,20,35,,30,38,,-2.5,
2014-11-29,Loyola of Chicago,69,Kent State,61,40,29,,22,39,,7.0,
2014-11-29,TCU,61,Mississippi State,52,30,31,,21,31,,-3.0,129.5
2014-11-29,College of Charleston,57,West Virginia,86,29,28,,38,48,,14.0,
2014-11-29,Murray State,58,Valparaiso,93,37,21,,43,50,,-2.5,
2014-11-29,Alabama State,62,Utah,93,33,29,,49,44,,23.5,140.5
2014-11-29,Colgate,71,Arizona State,78,30,41,,43,35,,13.0,
2014-11-29,Mississippi,66,Cincinnati,54,30,36,,25,29,,1.5,
2014-11-29,Pacific,55,Mercer,48,26,29,,19,29,,1.5,
2014-11-29,Eastern Kentucky,76,BYU,90,30,46,,32,58,,14.5,
2014-11-29,Virginia,45,Rutgers,26,17,28,,18,8,,-18.0,121.0
2014-11-29,Cal Poly,56,St. Mary's,82,32,24,,44,38,,12.5,
2014-11-29,UC Irvine,80,Loyola Marymount,72,44,36,,39,33,,,
2014-11-29,Colorado State,65,Santa Barbara,63,32,33,,33,30,,-4.5,133.5
2014-11-30,Santa Clara,68,Rider,60,26,42,,24,36,,-2.0,
2014-11-30,Army,73,Duke,93,28,45,,41,52,,28.0,
2014-11-30,Texas,55,Connecticut,54,31,24,,25,29,,1.5,127.5
2014-11-30,Elon,70,Miami (Ohio),68,30,40,,26,42,,6.0,
2014-11-30,Michigan State,56,Kansas,61,36,20,,35,26,,1.0,136.5
2014-11-30,Southern Utah,93,Texas-San Antonio,92,48,45,,55,37,,8.5,
2014-11-30,Air Force,62,Texas Tech,63,32,30,,16,47,,10.0,
2014-11-30,Lipscomb,75,Colorado,84,35,40,,49,35,,15.5,
2014-11-30,Portland,55,Valparaiso,70,20,35,,42,28,,2.0,
2014-11-30,Providence,38,Kentucky,58,22,16,,26,32,,,133.0
2014-11-30,Tennessee Tech,68,Tulane,73,33,35,,40,33,,7.5,
2014-11-30,Western Michigan,68,San Diego,66,39,29,,40,26,,2.5,138.5
2014-11-30,Stanford,72,DePaul,87,30,42,,41,46,,-8.0,141.0
2014-11-30,Bowling Green,64,Detroit,63,36,28,,28,35,,3.0,131.0
2014-11-30,Richmond,50,Northern Iowa,55,15,35,,30,25,,7.5,
2014-11-30,Iona,77,Arkansas,94,40,37,,44,50,,12.5,168.0
2014-11-30,Tennessee,59,Marquette,67,30,29,,35,32,,-2.5,131.0
2014-11-30,USC,66,New Mexico,54,34,32,,32,22,,9.0,128.5
2014-11-30,Delaware,47,Villanova,78,16,31,,34,44,,30.5,133.5
2014-11-30,Drake,59,Murray State,68,36,23,,35,33,,,
2014-11-30,Long Beach State,73,Xavier,70,25,48,,28,42,,8.0,144.5
2014-11-30,Southern Miss,36,Drexel,59,21,15,,35,24,,3.5,
2014-11-30,California,64,Fresno State,57,35,29,,27,30,,-6.5,134.0
2014-11-30,Montana,57,San Francisco,76,16,41,,34,42,,9.5,
2014-11-30,VMI,77,Maryland,95,45,32,,49,46,,22.0,
2014-11-30,Georgia Tech,64,Rhode Island,61,29,35,,18,43,,3.0,
2014-11-30,Monmouth,51,Southern Methodist,63,21,30,,32,31,,14.5,
2014-11-30,North Dakota State,72,Montana State,51,37,35,,27,24,,-5.0,
2014-11-30,Princeton,69,San Jose State,54,30,39,,19,35,,-5.0,
2014-11-30,Portland State,59,Oregon,81,30,29,,50,31,,15.0,146.5
2014-11-30,Washington,68,Texas El Paso,65,33,35,,26,39,,3.5,133.5
2014-12-01,East Tennessee State,63,Morehead State,59,22,41,,21,38,,6.0,
2014-12-01,Marist,61,Boston College,79,36,25,,41,38,,14.5,
2014-12-01,Nebraska,70,Florida State,65,37,33,,21,44,,-1.5,129.5
2014-12-01,Rutgers,69,Clemson,64,33,36,,33,31,,8.5,123.0
2014-12-01,Siena,67,Fordham,69,23,44,,30,39,,-6.0,
2014-12-01,South Carolina,77,Marshall,59,39,38,,20,39,,-7.0,137.0
2014-12-01,Oral Roberts,61,Weber State,62,24,37,,24,38,,5.5,
2014-12-01,Texas Southern,49,Baylor,75,22,27,,41,34,,20.5,125.5
2014-12-02,Georgia,86,Chattanooga,55,39,47,,32,23,,-7.0,
2014-12-02,Massachusetts,60,LSU,82,32,28,,44,38,,2.5,151.5
2014-12-02,Minnesota,84,Wake Forest,69,32,52,,31,38,,-4.5,138.0
2014-12-02,Niagara,57,St. John's,70,24,33,,35,35,,17.0,133.5
2014-12-02,Pittsburgh,69,Indiana,81,37,32,,45,36,,2.5,134.0
2014-12-02,Stephen F. Austin,64,Memphis,52,27,37,,27,25,,6.0,133.0
2014-12-02,Georgia Southern,59,Central Florida,61,30,29,,30,31,,3.5,
2014-12-02,Syracuse,65,Michigan,68,31,34,,29,39,,4.0,126.5
2014-12-02,The Citadel,55,College of Charleston,59,33,22,,28,31,,10.5,
2014-12-02,Central Michigan,73,Bradley,84,29,44,,37,47,,3.0,
2014-12-02,Middle Tennessee,59,Belmont,63,26,33,,36,27,,8.5,
2014-12-02,Nebraska Omaha,66,Kansas State,84,31,35,,37,47,,13.0,
2014-12-02,SE Missouri State,61,Missouri,65,30,31,,24,41,,8.0,
2014-12-02,Texas-Arlington,53,Texas,63,28,25,,39,24,,23.5,
2014-12-02,Virginia Commonwealth,66,Illinois State,62,33,33,,35,27,,-5.0,
2014-12-02,Wright State,78,Evansville,86,36,42,,39,47,,7.5,
2014-12-02,BYU,91,Utah State,81,31,60,,32,49,,-7.0,144.5
2014-12-02,Denver,42,Wyoming,68,20,22,,27,41,,10.0,
2014-12-02,Gardner-Webb,65,Arizona,91,28,37,,40,51,,23.5,142.0
2014-12-02,Illinois,61,Miami,70,24,37,,37,33,,3.0,141.5
2014-12-02,North Carolina State,61,Purdue,66,34,27,,36,30,,,140.0
2014-12-02,Northern Illinois,67,DePaul,78,29,38,,38,40,,6.5,130.0
2014-12-02,South Florida,71,Alabama,82,32,39,,43,39,,,138.5
2014-12-02,Ohio State,55,Louisville,64,18,37,,35,29,,8.5,138.0
2014-12-02,South Dakota,68,CS Northridge,65,38,30,,34,31,,6.5,
2014-12-03,Temple,56,Saint Joseph's,58,22,34,,34,24,,-2.0,126.5
2014-12-03,Buffalo,63,St. Bonaventure,72,18,45,,34,38,,3.0,
2014-12-03,Canisius,60,Saint Peter's,57,24,36,,28,29,,2.5,
2014-12-03,Charlotte,86,Davidson,92,38,48,,45,47,,5.5,
2014-12-03,Dayton,66,Miami (Ohio),62,31,35,,23,39,,-9.0,
2014-12-03,East Carolina,63,Florida Atlantic,72,23,40,,35,37,,3.0,
2014-12-03,Northeastern,46,Harvard,60,22,24,,27,33,,9.0,
2014-12-03,Toledo,59,Cleveland State,54,28,31,,15,39,,2.0,
2014-12-03,Valparaiso,72,Eastern Kentucky,66,32,40,,30,36,,-2.5,
2014-12-03,William & Mary,67,Richmond,68,33,34,,38,30,,7.5,
2014-12-03,Butler,77,Indiana State,54,37,40,,22,32,,-7.0,
2014-12-03,Michigan State,78,Notre Dame,79,35,32,,37,30,,3.0,136.0
2014-12-03,Virginia Tech,58,Penn State,61,27,31,,30,31,,8.5,135.5
2014-12-03,Iowa,60,North Carolina,55,31,29,,29,26,,7.5,149.5
2014-12-03,Old Dominion,75,George Mason,69,36,39,,32,37,,-4.0,
2014-12-03,Ball State,54,Eastern Illinois,61,24,30,,18,43,,2.0,
2014-12-03,Bowling Green,52,Western Kentucky,62,24,28,,26,36,,3.0,
2014-12-03,Creighton,64,Tulsa,77,25,39,,33,44,,2.0,
2014-12-03,North Texas,61,Oklahoma State,87,30,31,,42,45,,20.0,
2014-12-03,Southern Illinois,79,SIU Edwardsville,67,45,34,,22,45,,-2.5,
2014-12-03,Tulane,83,Loyola of Chicago,70,34,49,,24,46,,6.0,
2014-12-03,UNLV,55,Arizona State,77,37,18,,37,40,,6.5,129.0
2014-12-03,Western Carolina,89,East Tennessee State,96,36,53,,52,44,,8.0,
2014-12-03,North Dakota State,65,Southern Miss,78,21,44,,39,39,,3.0,
2014-12-03,Villanova,84,La Salle,70,47,37,,29,41,,-10.5,127.5
2014-12-03,Auburn,44,Texas Tech,46,24,20,,23,23,,7.5,138.0
2014-12-03,New Mexico State,47,New Mexico,62,28,19,,34,28,,-2.0,
2014-12-03,Texas El Paso,62,Colorado State,65,28,34,,33,32,,5.5,
2014-12-03,Georgia Tech,66,Northwestern,58,31,35,,18,40,,2.0,118.0
2014-12-03,Virginia,76,Maryland,65,37,39,,29,36,,-6.0,119.5
2014-12-03,Duke,80,Wisconsin,70,35,45,,32,38,,4.0,136.5
2014-12-03,Texas-San Antonio,88,Northern Arizona,83,35,37,,44,28,,9.5,
2014-12-03,Idaho,77,Washington State,71,32,45,,31,40,,7.5,
2014-12-03,Loyola Marymount,61,USC,77,21,40,,36,41,,6.0,131.5
2014-12-03,Montana,76,California,78,29,34,,35,28,,12.5,130.0
2014-12-03,Nevada,57,Long Beach State,68,22,35,,31,37,,10.0,
2014-12-03,Portland State,71,Portland,83,24,47,,41,42,,9.5,
2014-12-03,San Francisco,55,Colorado,72,34,21,,32,40,,11.0,138.0
2014-12-03,San Jose State,56,UC Davis,70,21,35,,31,39,,8.0,
2014-12-03,UC Irvine,63,Fresno State,72,27,36,,36,36,,-6.5,
2014-12-03,Wichita State,68,Utah,69,33,27,,29,31,,2.5,128.0
2014-12-03,CS Fullerton,45,UCLA,73,23,22,,40,33,,16.0,149.0
2014-12-03,Miss Valley State,50,Oregon State,74,28,22,,40,34,,18.5,138.0
2014-12-04,Baylor,66,Vanderbilt,63,34,32,,25,38,,-1.5,118.5
2014-12-04,LSU,74,West Virginia,73,38,36,,43,30,,9.0,146.5
2014-12-04,Monmouth,57,Marist,50,26,31,,25,25,,-4.5,
2014-12-04,Western Illinois,49,Akron,73,18,31,,39,34,,11.5,
2014-12-04,Wisc-Green Bay,48,Georgia State,72,18,30,,42,30,,4.0,
